id_job,date_join,salary,last_por_hike,id_employee
821,2012-08-14,43447,21,998499
822,2005-02-02,44646,9,275262
823,2015-07-31,41898,23,366361
824,1994-09-25,117593,3,495571
825,2013-06-28,118156,19,400422
826,2007-02-27,63526,6,641760
827,2009-03-07,96236,4,216738
828,2006-09-02,141651,27,983720
829,2004-07-06,164771,23,818136
830,2012-07-09,87316,20,186578
831,2008-03-20,53967,16,299513
832,2016-09-11,61151,25,361480
833,2014-08-07,108182,29,473266
834,1992-05-22,71338,12,967064
835,2010-07-31,59126,19,720426
836,2016-12-20,53995,16,811632
837,2003-11-20,144691,26,428584
838,2005-11-25,116697,22,961569
839,2014-02-20,138402,27,488863
840,2016-06-29,170114,19,694905
841,1990-01-18,54500,8,768563
842,2005-05-03,132777,18,194454
843,2010-08-09,93640,5,476189
844,2000-01-26,173970,6,786096
845,2017-07-28,154222,13,557710
846,2011-11-13,179743,18,861085
847,2009-02-13,74343,30,374081
848,1986-10-23,67056,20,954614
849,2009-08-27,49374,25,687789
850,2015-06-21,51043,18,563948
851,2011-12-15,70168,21,319531
852,2004-06-10,170401,18,622824
853,2010-01-16,146881,2,725043
854,2012-08-29,175907,30,882089
855,1993-10-02,83430,5,964283
856,1991-08-16,127058,5,335484
857,2000-02-18,167572,6,424085
858,2006-11-23,161842,2,162785
859,1999-01-02,181601,20,210955
860,1992-01-30,184618,21,884750
861,2012-01-15,98683,1,575116
862,2016-08-24,97140,21,757652
863,2008-06-22,109806,22,838027
864,2004-10-06,117697,5,879616
865,1993-05-19,66357,29,517817
866,1985-08-12,133375,2,480982
867,1992-10-11,63329,18,569298
868,2016-07-12,110448,18,759808
869,2016-01-18,88144,22,321903
870,2012-02-13,107898,2,290293
871,2010-12-03,60110,29,143317
872,2013-11-22,79052,27,809667
873,1999-01-21,185498,27,523237
874,2005-08-15,166346,13,633556
875,2004-11-13,153244,15,938396
876,2002-11-14,154221,23,283154
877,2012-04-03,56279,3,304382
878,1994-01-16,145134,16,685306
879,2013-01-09,43482,4,153156
880,1986-03-08,83700,6,306626
881,2013-12-09,67257,26,341823
882,1980-02-07,113958,7,471637
883,1996-09-29,171735,11,431532
884,2009-02-19,114764,21,781612
885,2012-01-02,46604,12,542082
886,2015-02-05,158299,2,550764
887,2006-06-30,131565,22,154437
888,2011-05-08,156720,8,176482
889,2011-03-31,196402,0,666715
890,2014-09-13,41915,17,138019
891,2004-07-05,161693,22,842541
892,2015-02-09,103404,7,873670
893,2009-01-17,125135,11,290646
894,2012-04-11,189348,26,786408
895,2016-02-17,118497,28,559051
896,1982-06-02,195689,25,516893
897,2008-04-28,160197,12,760501
898,2006-07-30,148419,20,511609
899,2015-06-14,88509,4,868039
900,2010-06-20,143972,7,469485
901,2007-06-13,140387,30,264051
902,2014-04-04,132733,14,583643
903,2016-06-05,80919,6,681669
904,2010-07-21,50685,29,272735
905,2004-06-23,168410,14,677434
906,2008-12-06,44173,22,985202
907,2012-09-08,80074,20,996307
908,1986-05-31,92793,2,326436
909,2017-11-04,123376,25,412382
910,2016-09-19,135408,21,536653
911,2013-05-31,137974,27,961962
912,2010-04-18,84288,9,347222
913,2015-06-02,173304,17,818991
914,1981-08-31,112382,5,798815
915,1999-10-08,186778,12,396181
916,2007-05-10,198698,28,715790
917,2015-06-08,47616,18,366282
918,2015-09-13,196825,26,420178
919,2016-06-22,51300,14,742376
920,2010-05-03,131576,27,490788
921,1989-09-01,109645,13,600534
922,1999-02-27,148747,11,373020
923,2013-05-18,141511,28,917053
924,2016-05-18,63011,16,978259
925,1998-02-28,69125,20,770283
926,2015-07-05,88938,10,522846
927,2012-09-25,105039,7,490361
928,2012-04-17,60124,8,634421
929,2015-11-03,134701,21,673541
930,1999-08-25,81471,28,864503
931,2010-12-05,79665,26,422206
932,2013-04-14,159565,17,857332
933,2015-07-24,126419,17,171693
934,2008-04-04,76200,4,313842
935,2005-09-08,65830,23,465030
936,2003-01-08,170015,8,445222
937,2015-04-29,68235,10,703376
938,2004-10-14,51258,8,166058
939,2001-12-04,139131,10,344365
940,2014-08-13,154686,4,943721
941,2004-10-25,180511,13,798377
942,2014-09-26,195564,10,665127
943,1987-05-18,62816,11,272721
944,2015-12-19,153823,14,659738
945,2017-08-06,112514,9,702625
946,2016-09-30,171313,6,462146
947,2010-02-28,60297,14,796810
948,2005-10-12,107201,9,453137
949,1997-04-22,134918,16,114310
950,2010-02-01,176484,17,740330
951,2006-05-20,187637,19,200325
952,2005-07-03,136627,17,861734
953,2015-11-24,132303,27,586654
954,2012-07-30,127336,10,673342
955,2010-08-22,66056,29,128935
956,2011-05-28,68439,19,337405
957,1998-09-20,75655,25,152914
958,2004-08-09,160911,15,216967
959,1999-07-27,94432,27,770846
960,2017-04-13,116006,0,815534
961,2015-04-27,54868,7,618048
962,2014-09-11,57531,20,456328
963,1992-09-24,141798,13,704021
964,2013-07-26,162229,17,173346
965,2017-10-05,191240,11,850385
966,2010-05-15,143300,13,619779
967,2015-01-29,199844,24,521177
968,2008-09-06,42038,14,910461
969,2001-03-30,109975,30,962174
970,2001-12-26,152602,26,648346
971,2006-11-30,115414,4,454793
972,2007-09-16,184899,0,385006
973,2011-03-15,52685,27,490144
974,2004-05-31,50603,24,431839
975,1997-10-08,163011,22,890988
976,2002-02-18,57301,7,827505
977,2004-07-31,109888,16,353838
978,2001-04-06,95751,2,156077
979,2005-05-05,57293,7,438976
980,1995-02-27,165275,28,910320
981,2013-03-06,133508,5,591722
982,2007-03-24,142275,15,872330
983,2016-07-06,85575,10,444949
984,2013-01-01,96874,27,872654
985,2016-06-19,169375,24,986185
986,2004-07-10,102683,7,844541
987,1999-12-04,40327,14,839298
988,2003-08-02,124687,17,756664
989,1993-02-04,129725,23,132984
990,2003-10-16,130267,17,118770
991,1987-09-15,111678,0,650507
992,2011-01-27,128333,20,643566
993,2002-10-02,145700,15,955134
994,2016-08-05,41598,19,870420
995,2010-11-06,59907,17,519038
996,2003-08-30,156963,7,223085
997,2012-10-30,159850,9,439016
998,2011-10-13,59032,19,862565
999,2010-10-27,187958,14,989000
1000,2013-06-03,71758,0,362896
1001,2014-11-28,198629,23,926049
1002,2011-12-25,153203,7,459843
1003,1999-08-18,113924,23,133146
1004,2012-10-09,188432,22,455850
1005,2017-05-17,44898,1,293239
1006,1996-06-26,65525,10,975677
1007,2004-08-20,143557,4,288987
1008,2015-02-19,199727,3,433857
1009,2008-03-24,70427,19,133740
1010,2015-01-13,170698,18,575051
1011,2003-07-09,122766,10,794901
1012,2010-11-08,57919,22,337337
1013,2007-03-22,188388,11,826295
1014,2016-02-14,139199,29,177290
1015,2013-04-15,90115,22,726248
1016,2005-01-12,97316,9,995771
1017,2016-07-05,125861,16,382461
1018,2002-05-14,199788,26,692171
1019,2007-08-09,169326,2,964808
1020,2005-01-22,76755,10,486036
1021,1997-06-08,56332,12,627160
1022,2007-08-09,42005,26,478255
1023,1999-05-05,181775,22,268232
1024,2005-06-20,182106,20,590738
1025,2012-03-18,152196,24,268130
1026,2006-01-15,158675,18,134554
1027,2017-04-18,98994,25,450593
1028,2009-11-23,148768,21,145436
1029,1994-05-09,177249,8,632032
1030,2003-02-12,188399,29,403311
1031,1980-10-29,55173,28,229609
1032,1985-02-02,184173,14,163638
1033,2013-07-19,79196,2,956114
1034,2010-10-22,178062,7,294996
1035,2016-08-31,79660,25,851647
1036,2012-06-07,170285,10,295139
1037,2004-11-05,142151,25,124330
1038,2013-01-20,125331,6,768865
1039,1999-11-04,189455,22,383382
1040,2015-10-29,186097,20,839905
1041,2017-07-07,59129,0,403443
1042,2017-07-02,41152,15,635735
1043,2013-04-09,41715,13,670140
1044,2014-02-06,110134,24,539745
1045,2015-01-16,124556,2,734697
1046,2016-10-14,52255,6,682989
1047,1996-08-20,66257,30,294222
1048,2011-09-08,62953,12,814417
1049,2014-03-18,66760,17,914370
1050,2016-09-27,63650,29,910679
1051,2010-06-20,78050,16,199911
1052,2008-08-06,89644,0,442187
1053,1998-03-15,160480,18,663220
1054,1990-01-20,101126,19,656534
1055,2014-08-08,169723,7,651799
1056,1996-10-22,42323,19,240385
1057,2006-11-13,139355,18,695928
1058,2000-10-03,53757,12,720955
1059,2005-09-13,44056,28,193128
1060,2001-12-10,142643,27,857067
1061,2006-06-14,68436,4,457208
1062,2017-08-03,96396,21,380906
1063,2000-09-12,146491,8,159671
1064,2014-08-12,144283,10,784910
1065,1992-04-11,136679,11,524590
1066,2015-11-08,192179,19,848248
1067,1995-06-05,117623,0,526962
1068,2016-01-02,135458,25,819541
1069,2012-11-13,169443,5,788970
1070,2010-10-04,115018,21,950290
1071,1985-12-07,165704,21,424176
1072,2017-09-03,101411,11,740094
1073,2002-06-25,140997,2,635168
1074,2014-06-09,152115,19,143685
1075,2011-09-23,79141,6,648027
1076,2017-02-13,166919,4,656432
1077,2011-03-21,87014,4,233593
1078,2014-10-12,86445,16,861647
1079,2015-10-23,199001,8,176650
1080,2009-02-13,78786,21,800814
1081,2013-04-03,57074,6,276358
1082,2017-05-04,139271,9,416730
1083,2006-03-21,191502,11,905716
1084,2015-11-02,168353,18,652896
1085,2012-09-06,107166,8,157830
1086,2016-07-03,192631,5,903606
1087,2012-02-14,100522,21,162319
1088,2013-09-02,113986,0,953616
1089,2009-08-14,172179,8,821858
1090,1990-11-29,171849,24,657399
1091,2016-09-27,160096,15,329977
1092,2013-07-12,143588,28,607978
1093,2009-10-23,138414,27,720102
1094,1993-01-02,148028,5,156461
1095,2016-09-23,166910,23,918076
1096,2016-11-25,197089,5,921156
1097,2015-04-30,116075,0,881478
1098,2002-09-04,160553,5,147376
1099,2017-01-17,172813,29,631313
1100,2005-03-19,88952,8,279056
1101,2009-03-17,111773,29,426050
1102,2017-02-22,79589,3,881064
1103,2015-11-26,97304,4,550256
1104,2017-07-18,190673,25,606646
1105,2015-07-10,61027,6,301138
1106,2008-10-09,148585,23,682234
1107,1996-07-03,180044,8,423006
1108,2017-10-03,73274,25,715177
1109,2003-02-11,60760,16,128540
1110,2012-05-24,126768,7,963266
1111,2016-11-07,193346,23,512420
1112,2013-05-01,69814,22,538297
1113,2006-05-25,161803,29,607313
1114,2005-04-04,71648,21,793658
1115,2003-04-18,134680,10,998891
1116,2017-09-07,157882,3,257050
1117,2010-02-15,41390,11,805435
1118,2011-02-26,41517,24,580582
1119,1998-11-02,159174,6,716459
1120,2017-02-16,162095,12,535988
1121,2015-07-20,155667,7,118145
1122,1988-03-30,157948,17,638330
1123,2011-06-20,72111,6,555585
1124,2010-11-28,156603,23,314834
1125,1994-11-20,52179,12,448490
1126,2014-03-22,68291,20,868865
1127,1989-02-27,141431,15,865933
1128,2012-03-07,107589,16,155709
1129,2007-12-27,82385,13,610111
1130,2009-09-15,48184,19,664603
1131,2017-02-21,190229,10,859145
1132,2003-09-14,195767,20,479240
1133,2011-04-02,114143,2,730014
1134,2009-03-31,64042,22,811188
1135,2013-08-09,169257,8,900511
1136,1989-07-09,58878,16,911782
1137,2016-10-15,44222,26,651352
1138,2004-10-08,155563,18,279159
1139,2009-01-10,129423,9,578410
1140,2017-06-22,154200,25,743756
1141,2016-11-18,190797,3,336203
1142,1994-03-28,58223,17,348955
1143,2015-03-30,74291,16,551531
1144,2014-02-24,121038,0,499087
1145,2001-07-31,125945,4,490568
1146,2015-02-07,145785,29,958129
1147,2017-06-25,172584,2,173881
1148,2006-12-12,63231,19,171318
1149,2017-03-01,108155,24,744924
1150,1995-12-21,172788,22,826352
1151,2001-07-06,50676,30,675330
1152,2013-11-05,111648,8,348612
1153,2008-09-12,154819,27,723677
1154,2017-07-26,137054,14,469305
1155,2011-09-04,45103,22,564396
1156,2006-02-16,186689,14,894304
1157,1998-03-08,114735,16,447929
1158,2005-07-30,62188,12,990341
1159,2015-04-17,95053,19,142132
1160,2016-05-02,120786,27,738569
1161,2012-02-04,100609,0,960488
1162,2009-04-24,140075,26,427707
1163,2014-09-06,114871,25,904903
1164,2011-07-02,140901,1,558980
1165,2012-12-16,161552,14,728639
1166,2003-12-03,113379,25,990660
1167,2017-04-30,86560,7,724942
1168,1998-05-10,111029,0,349949
1169,2012-01-10,155581,12,269145
1170,2005-01-30,138048,0,517795
1171,2015-12-01,192279,29,808683
1172,2000-03-14,94695,7,769949
1173,1991-08-23,142121,24,773251
1174,2012-09-13,85811,25,157605
1175,2005-09-10,186840,25,432874
1176,2017-03-05,157457,2,266517
1177,2012-07-22,174502,7,287234
1178,2001-10-09,166679,24,715699
1179,2011-09-06,90215,6,791796
1180,2009-08-22,49400,5,423476
1181,2009-04-04,132458,11,781852
1182,2014-07-09,151441,9,113138
1183,2005-03-01,120031,4,177820
1184,2016-08-13,47646,7,863710
1185,2004-04-27,74634,20,332897
1186,2008-02-27,74169,9,844768
1187,2015-01-27,184073,21,939744
1188,2005-12-12,78845,1,596386
1189,2005-10-23,151080,7,635085
1190,2014-04-05,174718,22,770887
1191,1988-04-01,52776,10,663340
1192,2012-07-18,161677,24,475292
1193,2011-08-29,75747,6,515944
1194,2016-02-13,81222,16,131132
1195,1987-03-05,51740,1,463031
1196,2014-07-27,89356,15,546056
1197,2015-06-16,78999,0,338592
1198,2007-09-09,112598,20,780592
1199,2010-10-05,194216,5,162437
1200,2012-06-22,112126,24,282256
1201,2014-12-12,140104,7,404516
1202,2007-01-20,61041,23,314807
1203,2013-12-15,153610,27,808271
1204,2014-04-04,59761,1,821532
1205,2016-03-30,59734,15,467460
1206,2016-11-02,94532,8,639215
1207,2008-09-04,75989,22,295336
1208,2008-12-06,104071,14,312811
1209,1996-06-18,52471,18,358423
1210,1996-08-06,99330,1,760812
1211,2006-09-09,152573,12,769303
1212,2013-05-29,121391,23,152414
1213,2016-12-18,99301,3,832886
1214,1990-02-24,182476,23,468717
1215,2003-08-02,72237,27,251708
1216,2014-09-05,55091,23,775726
1217,2014-01-01,140115,29,195807
1218,2001-02-13,94291,27,681385
1219,2005-07-08,114017,23,487183
1220,2006-10-06,158072,18,337748
1221,2006-08-24,146213,13,926625
1222,2011-11-13,130880,27,460504
1223,2009-09-03,199602,23,790668
1224,2001-05-16,155264,24,726990
1225,2000-10-21,72799,11,526477
1226,2008-05-09,156628,16,469323
1227,2014-11-30,105836,19,116861
1228,2015-08-05,46131,30,468245
1229,2009-03-05,171487,20,365429
1230,2016-07-15,106699,17,430984
1231,2010-02-07,197223,7,240774
1232,2005-04-18,147168,13,292037
1233,2014-04-24,62791,25,529687
1234,2016-12-27,49543,17,364641
1235,2017-06-04,118419,23,271618
1236,2011-01-04,54398,9,926284
1237,2017-06-04,88638,3,224385
1238,2012-01-27,129386,6,266007
1239,2008-09-05,86740,13,277807
1240,1989-12-14,45880,22,221301
1241,2001-08-02,144856,20,176357
1242,2012-01-21,68739,14,899025
1243,2016-04-16,144657,10,689735
1244,2005-03-24,124201,12,274798
1245,2014-10-18,153682,26,814692
1246,2017-06-06,150894,11,365311
1247,2005-09-02,92295,10,146994
1248,2014-09-20,58980,12,556883
1249,1996-07-08,96259,4,673517
1250,2016-03-04,162422,29,673602
1251,1998-10-01,99939,18,678937
1252,2012-08-13,109368,2,146167
1253,2015-01-21,85135,30,350325
1254,2006-07-30,135676,5,309193
1255,1994-08-26,80528,1,663004
1256,1992-07-02,186546,13,188105
1257,2002-07-21,156766,28,464311
1258,2016-05-27,171292,17,358946
1259,2012-02-16,62158,9,449728
1260,2017-08-03,176227,17,353324
1261,2016-10-06,104012,7,725816
1262,2014-10-03,140684,23,191837
1263,2004-05-26,120581,18,209953
1264,2006-07-29,141155,14,851514
1265,1995-09-08,148643,15,116881
1266,2017-01-17,68552,9,472851
1267,2015-09-12,191705,6,670946
1268,1992-12-03,83605,0,223092
1269,2015-10-24,53829,18,849584
1270,2015-07-08,75373,28,176870
1271,2009-12-07,84092,3,519176
1272,1999-04-15,67885,10,464209
1273,2016-09-15,196655,25,991036
1274,2011-09-30,199908,26,935891
1275,2006-07-28,171467,19,247537
1276,2016-10-17,62832,5,818406
1277,2014-04-22,120603,16,643938
1278,2015-03-17,101695,14,941810
1279,2002-01-13,45204,19,891455
1280,1997-03-10,144315,20,679402
1281,2017-07-03,168067,21,349361
1282,2013-06-10,83559,8,626973
1283,2011-11-30,86838,26,320561
1284,1989-05-21,97735,17,938310
1285,2014-12-06,112847,25,600632
1286,2010-01-16,74103,26,566953
1287,2008-10-26,40557,12,419239
1288,2000-05-02,180524,5,219750
1289,2002-07-05,72646,8,690557
1290,2015-05-01,90212,14,494445
1291,2010-08-30,185708,20,267187
1292,1998-04-14,164643,7,229072
1293,1988-02-13,181578,22,447531
1294,2001-07-14,99552,17,313149
1295,2005-04-14,149291,12,208863
1296,2010-04-17,179087,11,655131
1297,2016-03-24,142658,22,416097
1298,2015-02-25,83069,21,444994
1299,2003-11-30,158466,28,811810
1300,2015-05-31,152383,8,517514
1301,2011-11-03,100311,24,481944
1302,2013-08-10,137493,20,621804
1303,2009-12-24,93047,28,269442
1304,2013-10-10,95085,27,624868
1305,2010-07-11,112867,15,496903
1306,2010-01-30,137832,29,676968
1307,2014-09-16,178005,30,914931
1308,2000-05-16,102283,1,922127
1309,2011-06-22,145062,1,237290
1310,2016-11-16,79879,9,670436
1311,2016-03-06,115965,30,846203
1312,2015-08-12,76095,3,726618
1313,2012-07-07,100539,29,473339
1314,2016-10-15,142705,20,347053
1315,2009-10-21,179713,5,884276
1316,2004-01-26,128172,1,964177
1317,2013-09-07,54347,25,705323
1318,1986-08-26,151165,7,594895
1319,2017-01-07,104687,28,198259
1320,2005-03-05,62195,19,405258
1321,2012-06-19,45440,26,677436
1322,2005-06-22,198392,0,681377
1323,2015-04-21,101483,12,152572
1324,1997-10-28,176379,3,123266
1325,2015-03-22,69181,0,336130
1326,2015-06-28,188302,7,156033
1327,2010-06-30,148353,24,376392
1328,1987-08-02,185965,22,175112
1329,2016-01-07,109837,27,899559
1330,2003-06-30,58093,16,975513
1331,1994-01-05,123704,17,388655
1332,2005-01-01,105730,1,948438
1333,2007-10-24,53080,18,815909
1334,2012-05-03,40744,23,961921
1335,2016-10-15,138603,29,556384
1336,2014-09-21,52480,27,286613
1337,2011-06-25,118493,1,832849
1338,1994-09-07,167515,18,816700
1339,2017-05-22,109268,0,608583
1340,2016-02-05,87554,3,613738
1341,2014-07-19,52060,9,400303
1342,2005-05-18,130446,5,690078
1343,2012-10-26,169578,15,150126
1344,2000-05-28,99321,8,281863
1345,2017-04-13,118676,10,517673
1346,2012-12-15,144859,27,528289
1347,2007-08-26,163565,7,286750
1348,1984-12-07,45680,18,251546
1349,2012-10-05,54636,29,581064
1350,2004-11-19,91858,18,643020
1351,2008-02-17,137919,24,138955
1352,2016-11-18,76564,9,327962
1353,2014-02-28,140149,1,786060
1354,1995-05-08,140828,29,725297
1355,2011-10-17,74485,5,689215
1356,2001-06-14,56435,4,952572
1357,2005-12-05,71824,30,308279
1358,1997-09-06,131935,3,859376
1359,2015-12-28,142766,30,851431
1360,1997-08-01,86788,2,772566
1361,1992-10-05,115180,11,150598
1362,2014-05-31,118626,18,981076
1363,2017-04-20,192420,22,873703
1364,1999-08-22,108648,11,654752
1365,2013-05-25,57140,30,879259
1366,2000-07-11,150130,13,558331
1367,2016-05-17,85760,13,630001
1368,1981-05-27,185071,26,810554
1369,2013-04-15,118534,29,582207
1370,2001-06-10,93956,16,271753
1371,2017-03-22,70258,12,800717
1372,2016-01-18,183646,12,809907
1373,2007-03-29,146599,6,160755
1374,2017-11-01,138395,10,361846
1375,2010-11-27,71041,11,719891
1376,2015-12-14,138992,20,706249
1377,2013-02-20,127476,8,843473
1378,2011-05-06,55020,22,976234
1379,2015-06-18,143393,21,889095
1380,2011-09-07,175258,7,605972
1381,2014-02-23,98715,2,144522
1382,1994-01-12,101185,5,961327
1383,2017-04-30,165252,5,380215
1384,1995-07-06,148627,22,460085
1385,2010-07-19,101772,7,488651
1386,2016-07-23,42522,2,431761
1387,2004-10-25,49713,18,682672
1388,1999-10-06,129812,12,966992
1389,2001-11-19,174507,16,280646
1390,1985-05-24,135451,12,895403
1391,2017-07-22,157531,1,883978
1392,1987-10-23,126556,27,253050
1393,2011-04-10,63687,18,308104
1394,2014-01-24,69666,20,267237
1395,1988-12-06,149611,3,183621
1396,2016-09-01,166136,9,553123
1397,1999-10-22,97488,25,588658
1398,2017-03-22,190648,0,549924
1399,2009-11-16,119519,15,629182
1400,2016-09-07,97857,10,891136
1401,2008-09-07,177989,17,994976
1402,2015-03-26,42154,16,625460
1403,2005-04-13,165975,24,296887
1404,1986-08-21,75558,27,649522
1405,2017-07-15,93675,21,324202
1406,2017-06-20,148728,2,824630
1407,2002-05-16,165357,21,916609
1408,2015-07-01,120107,25,694220
1409,2011-09-16,191941,5,922963
1410,2008-05-17,158190,30,607557
1411,2012-03-07,64197,6,607975
1412,2016-11-05,41906,30,277455
1413,2011-07-10,171583,2,201252
1414,2015-01-21,64144,9,910927
1415,1988-10-15,51686,6,172039
1416,2008-08-29,43385,12,384959
1417,2002-08-27,155309,26,146320
1418,1979-09-29,188476,5,495212
1419,2005-04-13,132169,11,716277
1420,2005-12-29,81509,27,194302
1421,2016-10-20,42228,19,169896
1422,2001-04-29,83850,13,514111
1423,2008-06-01,57646,6,612922
1424,2008-03-05,70270,23,866564
1425,2016-08-11,180359,30,844300
1426,2014-03-26,196215,16,417331
1427,1991-12-19,100279,12,679519
1428,2011-01-30,123194,27,671330
1429,2015-01-16,159126,0,749664
1430,2012-02-28,47298,23,297809
1431,2014-02-18,104879,8,692816
1432,2011-10-18,195839,26,111692
1433,1997-02-08,41857,9,654489
1434,2017-01-30,137111,12,794488
1435,1981-11-02,181419,26,569316
1436,2009-11-06,88290,20,160361
1437,2014-04-03,198291,18,807311
1438,2010-02-26,46442,21,550651
1439,2016-11-20,157524,22,879169
1440,2015-07-20,127669,8,717998
1441,2014-01-31,57068,12,228364
1442,2009-04-19,99367,13,116700
1443,2003-03-15,190979,12,915614
1444,2014-09-29,130625,27,182663
1445,1988-08-31,98240,28,667922
1446,1994-08-15,185736,7,741821
1447,1996-01-05,142223,1,542206
1448,2014-08-07,165840,27,574807
1449,2002-06-02,45759,10,120178
1450,2013-09-24,63685,0,721206
1451,2017-12-02,106850,3,484474
1452,2002-12-14,76526,20,440058
1453,2012-12-24,139989,3,781585
1454,1996-08-05,182132,13,854390
1455,2005-10-03,188115,18,177153
1456,2011-10-24,162929,6,418662
1457,2013-08-02,50194,29,342518
1458,2003-03-28,143271,30,348024
1459,2016-05-20,149423,5,278066
1460,2007-04-04,144823,3,148260
1461,2013-06-11,67051,14,390053
1462,2013-12-17,85082,29,940878
1463,2009-10-18,66841,30,959792
1464,2002-09-14,84015,29,722221
1465,2013-04-13,95140,18,810748
1466,2017-12-02,183825,29,584393
1467,2004-06-23,61588,7,423559
1468,2017-08-02,66842,21,259090
1469,2006-04-04,125446,27,637858
1470,2000-03-01,196541,14,678800
1471,2002-05-13,72542,16,746459
1472,2017-07-22,86675,17,360917
1473,2016-02-03,107861,12,898566
1474,2005-10-29,163552,25,198109
1475,1981-07-31,148737,29,617568
1476,2017-10-02,126414,29,349372
1477,2012-09-29,183686,15,572309
1478,2007-08-25,190961,8,704008
1479,2004-09-19,141860,26,740714
1480,2012-07-25,120989,22,612962
1481,2016-01-27,158124,0,771337
1482,2011-02-02,113154,12,915300
1483,2016-04-12,78758,16,570597
1484,2003-10-07,119864,23,843150
1485,2014-12-24,132788,29,254602
1486,2013-05-26,155296,23,388463
1487,1984-07-12,93934,11,604448
1488,2011-07-15,169534,22,270457
1489,2016-01-22,58194,26,941647
1490,2014-06-08,195835,24,753760
1491,2016-03-04,82044,5,451482
1492,2010-02-04,76022,0,789470
1493,2013-07-22,126267,3,315382
1494,2014-05-25,188999,27,951350
1495,2013-08-14,190405,21,680110
1496,2016-04-01,167387,4,528280
1497,2003-09-20,82837,24,935973
1498,2013-02-09,147297,27,689620
1499,1997-09-15,71485,18,442949
1500,2000-09-04,176216,2,973488
1501,2013-08-20,180140,14,621401
1502,2017-05-04,164022,20,570186
1503,2013-10-03,95413,9,657370
1504,2017-05-23,82127,6,984088
1505,2011-09-13,89318,18,628012
1506,2013-03-22,155744,29,657339
1507,2003-04-29,42471,16,297169
1508,2015-07-30,194273,6,805360
1509,2012-10-28,92921,20,719968
1510,2016-04-05,124819,21,158599
1511,2002-12-22,75599,24,906453
1512,2013-01-18,153834,12,971647
1513,2009-06-26,77403,11,683129
1514,2008-01-13,141880,3,883048
1515,1995-04-14,152894,7,669089
1516,2000-01-20,56522,5,542465
1517,2015-02-01,165626,30,283392
1518,2012-06-19,48343,20,255218
1519,2015-08-03,120105,21,255919
1520,2016-07-25,175083,26,894170
1521,2009-02-10,109358,4,336133
1522,2015-08-07,158906,22,551207
1523,2017-07-02,163142,30,894212
1524,1997-10-02,81791,20,844959
1525,2014-06-12,161772,25,442316
1526,2015-03-02,84047,25,579227
1527,2012-01-19,180570,20,881549
1528,2011-03-30,50953,29,890980
1529,1989-05-11,69947,11,502388
1530,1996-02-28,152527,1,915723
1531,2017-04-01,156108,17,321932
1532,2014-10-15,101409,25,553554
1533,2001-12-19,187373,6,674605
1534,2007-12-15,153885,17,474810
1535,2016-11-13,91134,5,750790
1536,2012-11-28,199025,23,393066
1537,2016-03-13,66438,10,666704
1538,2017-05-16,40944,19,411057
1539,2014-05-26,137182,23,537751
1540,1991-03-05,179203,22,689517
1541,2002-05-13,130945,11,138678
1542,2010-12-20,192310,22,244484
1543,1998-11-19,128440,0,289424
1544,2005-11-16,189374,15,345306
1545,2010-06-03,188596,23,216666
1546,2008-03-07,114863,28,430006
1547,1998-05-28,114255,28,474395
1548,2002-05-18,51500,30,454671
1549,2016-05-13,63503,4,784622
1550,2011-10-07,66273,12,704656
1551,2014-03-10,131627,21,159343
1552,1999-07-08,104578,5,984246
1553,2002-11-15,108685,6,664863
1554,2016-03-01,157486,17,434808
1555,2007-11-05,177717,9,411812
1556,1997-05-06,167131,2,342506
1557,2009-06-18,158565,15,687524
1558,2015-02-10,135229,2,963398
1559,2017-02-27,62336,29,814106
1560,2016-04-25,139717,29,504765
1561,2015-09-27,121473,21,759992
1562,2015-08-11,164515,5,179369
1563,2012-11-15,100458,25,643840
1564,2012-05-11,167422,29,804844
1565,2011-10-14,132145,1,714137
1566,2003-11-09,51131,13,642672
1567,2008-11-24,84708,10,276718
1568,1995-03-01,42367,22,837851
1569,2014-02-03,104223,2,486862
1570,2012-08-15,104153,18,153708
1571,2014-01-01,57869,10,144869
1572,2002-02-17,86202,16,918509
1573,2016-02-07,122758,16,522882
1574,2007-03-03,118433,22,322774
1575,2014-12-06,165383,21,806291
1576,1995-02-13,152609,16,983939
1577,2002-04-21,76703,18,621948
1578,1992-07-01,157105,17,250618
1579,2015-09-17,67842,5,569849
1580,1997-02-16,109799,6,607546
1581,2016-09-27,131420,11,786068
1582,2010-07-31,94086,7,208998
1583,2001-10-21,153502,17,453609
1584,2013-05-28,43018,5,124019
1585,1994-06-22,121177,14,511172
1586,2017-12-07,156573,3,210119
1587,2004-03-23,70767,24,476505
1588,2016-06-29,177041,7,198777
1589,2001-08-16,101648,2,967670
1590,2012-07-13,67544,27,576084
1591,1992-11-23,180705,23,616673
1592,2017-01-28,198675,20,730746
1593,2006-04-23,142412,5,292118
1594,2010-08-03,148260,2,952781
1595,2003-09-02,169534,1,214228
1596,2016-06-19,59256,15,866248
1597,2008-08-07,159456,26,656664
1598,2002-02-13,60760,18,434883
1599,2011-04-17,101133,29,262932
1600,2007-07-30,177156,19,123999
1601,2011-06-05,107672,5,449598
1602,2017-05-23,150369,21,579735
1603,2012-12-11,69534,27,590746
1604,2006-12-18,80272,19,631225
1605,2017-04-25,53359,0,900359
1606,2013-11-06,108189,29,643468
