id_city,City,County,State,Zip,Region,id_employee
1192,Gagetown,Tuscola,MI,48735,Midwest,468717
1193,Oklahoma City,Oklahoma,OK,73194,South,251708
1194,Elkville,Jackson,IL,62932,Midwest,775726
1195,Larchwood,Lyon,IA,51241,Midwest,195807
1196,Modale,Harrison,IA,51556,Midwest,681385
1197,Auburn,Rockingham,NH,3032,Northeast,487183
1198,Maryland Line,Baltimore,MD,21105,South,337748
1199,Framingham,Middlesex,MA,1702,Northeast,926625
1200,Laurel Springs,Ashe,NC,28644,South,460504
1201,Jamesville,Onondaga,NY,13078,Northeast,790668
1202,Rochester,Oakland,MI,48307,Midwest,726990
1203,Bonlee,Chatham,NC,27213,South,526477
1204,Widnoon,Armstrong,PA,16261,Northeast,469323
1205,Justice,Mingo,WV,24851,South,116861
1206,Humboldt,Minnehaha,SD,57035,Midwest,468245
1207,Keisterville,Fayette,PA,15449,Northeast,365429
1208,Albany,Shackelford,TX,76430,South,430984
1209,Valentine,Mohave,AZ,86437,West,240774
1210,Beggs,Okmulgee,OK,74421,South,292037
1211,Stonewall,De Soto,LA,71078,South,529687
1212,Pine City,Chemung,NY,14871,Northeast,364641
1213,Colcord,Delaware,OK,74338,South,271618
1214,Suring,Oconto,WI,54174,Midwest,926284
1215,Gunnison,Bolivar,MS,38746,South,224385
1216,Surrency,Appling,GA,31563,South,266007
1217,Kamas,Summit,UT,84036,West,277807
1218,Wheatley,St. Francis,AR,72392,South,221301
1219,Baton Rouge,East Baton Rouge,LA,70819,South,176357
1220,Tulsa,Tulsa,OK,74193,South,899025
1221,Columbia,Maury,TN,38402,South,689735
1222,Creola,Mobile,AL,36525,South,274798
1223,Pengilly,Itasca,MN,55775,Midwest,814692
1224,Manor,Westmoreland,PA,15665,Northeast,365311
1225,Orla,Reeves,TX,79770,South,146994
1226,Haigler,Dundy,NE,69030,Midwest,556883
1227,Cushing,Knox,ME,4563,Northeast,673517
1228,Hobe Sound,Martin,FL,33475,South,673602
1229,Minden,Douglas,NV,89423,West,678937
1230,Ocilla,Irwin,GA,31774,South,146167
1231,Mineral City,Tuscarawas,OH,44656,Midwest,350325
1232,Essex,Page,IA,51638,Midwest,309193
1233,Red Wing,Goodhue,MN,55066,Midwest,663004
1234,Stonyford,Colusa,CA,95979,West,188105
1235,Quality,Quality,KY,42268,South,464311
1236,Dickerson Run,Fayette,PA,15430,Northeast,358946
1237,Tuleta,Bee,TX,78162,South,725816
1238,Waco,McLennan,TX,76701,South,191837
1239,Preston,Franklin,ID,83263,West,209953
1240,Loco,Stephens,OK,73442,South,851514
1241,Garden Plain,Sedgwick,KS,67050,Midwest,116881
1242,Hollybush,Hollybush,KY,41823,South,472851
1243,Morehouse,New Madrid,MO,63868,Midwest,670946
1244,Acme,Concordia,LA,71316,South,223092
1245,Crown Point,Lake,IN,46307,Midwest,519176
1246,Puryear,Henry,TN,38251,South,464209
1247,Teigen,Petroleum,MT,59084,West,991036
1248,Kinde,Huron,MI,48445,Midwest,935891
1249,Dearborn,Wayne,MI,48126,Midwest,247537
1250,Tulsa,Tulsa,OK,74105,South,818406
1251,West Sayville,Suffolk,NY,11796,Northeast,643938
1252,Byfield,Essex,MA,1922,Northeast,941810
1253,Berlin,Worcester,MD,21811,South,891455
1254,Reynoldsville,Jefferson,PA,15851,Northeast,679402
1255,Coleville,Mono,CA,96107,West,349361
1256,Rockford,Winnebago,IL,61125,Midwest,626973
1257,Chattahoochee,Gadsden,FL,32324,South,320561
1258,Ansonia,New Haven,CT,6401,Northeast,938310
1259,Grand Rapids,Itasca,MN,55744,Midwest,600632
1260,Alta,Buena Vista,IA,51002,Midwest,566953
1261,Sylvester,Fisher,TX,79560,South,419239
1262,Arcadia,Spartanburg,SC,29320,South,219750
1263,Stacyville,Mitchell,IA,50476,Midwest,690557
1264,Whitesboro,Oneida,NY,13492,Northeast,494445
1265,San Francisco,San Francisco,CA,94168,West,267187
1266,Tucson,Tucson,AZ,85757,West,229072
1267,Worthington,Putnam,MO,63567,Midwest,447531
1268,Jonesport,Washington,ME,4649,Northeast,313149
1269,Elrama,Washington,PA,15038,Northeast,208863
1270,Chaumont,Jefferson,NY,13622,Northeast,655131
1271,Elmhurst,Queens,NY,11373,Northeast,416097
1272,Earlysville,Albemarle,VA,22936,South,444994
1273,Buffalo,Erie,NY,14223,Northeast,811810
1274,Des Moines,Polk,IA,50306,Midwest,517514
1275,Brandy Camp,Elk,PA,15822,Northeast,481944
1276,Texas City,Galveston,TX,77591,South,621804
1277,Mexican Springs,McKinley,NM,87320,West,269442
1278,Reno,Washoe,NV,89521,West,624868
1279,Whick,Breathitt,KY,41390,South,496903
1280,Lenzburg,St. Clair,IL,62255,Midwest,914931
1281,Polkville,Cleveland,NC,28136,South,922127
1282,Price,Rusk,TX,75687,South,237290
1283,Morton,Orleans,NY,14508,Northeast,670436
1284,Tucson,Pima,AZ,85750,West,846203
1285,Corona,Riverside,CA,92881,West,726618
1286,Cecil,Cook,GA,31627,South,473339
1287,Baxter,Harlan,KY,40806,South,347053
1288,Atlanta,Fulton,GA,30301,South,884276
1289,Carthage,Leake,MS,39051,South,964177
1290,Eight Mile,Mobile,AL,36613,South,705323
1291,Raleigh,Wake,NC,27668,South,594895
1292,La Luz,Otero,NM,88337,West,198259
1293,Geneva,Adams,IN,46740,Midwest,405258
1294,Milwaukee,Milwaukee,WI,53244,Midwest,677436
1295,New York City,New York,NY,10259,Northeast,681377
1296,Fayette,Sanpete,UT,84630,West,152572
1297,Ridge,St. Mary's,MD,20680,South,123266
1298,Yates Center,Woodson,KS,66783,Midwest,336130
1299,Wolverine,Cheboygan,MI,49799,Midwest,156033
1300,Dodge City,Ford,KS,67801,Midwest,376392
1301,Big Bend National Park,Brewster,TX,79834,South,175112
1302,Downey,Los Angeles,CA,90240,West,899559
1303,Springwater,Livingston,NY,14560,Northeast,388655
1304,Glennville,Kern,CA,93226,West,948438
1305,Des Moines,Polk,IA,50317,Midwest,815909
1306,Lancaster,Lancaster,PA,17604,Northeast,961921
1307,Accord,Ulster,NY,12404,Northeast,556384
1308,Kannapolis,Cabarrus,NC,28081,South,286613
1309,Intercourse,Lancaster,PA,17534,Northeast,832849
1310,Lee Vining,Mono,CA,93541,West,816700
1311,Baggs,Carbon,WY,82321,West,608583
1312,La Prairie,Adams,IL,62346,Midwest,400303
1313,Rushville,Rush,IN,46173,Midwest,690078
1314,American Falls,Power,ID,83211,West,150126
1315,New York City,New York,NY,10040,Northeast,281863
1316,Stuyvesant,Columbia,NY,12173,Northeast,517673
1317,Springfield,Greene,MO,65817,Midwest,528289
1318,Alpine,Brewster,TX,79832,South,286750
1319,San Pablo,Costilla,CO,81153,West,581064
1320,Pine Bluff,Jefferson,AR,71611,South,643020
1321,Norman,Cleveland,OK,73019,South,138955
1322,Hazleton,Buchanan,IA,50641,Midwest,327962
1323,Bloomfield Hills,Oakland,MI,48304,Midwest,786060
1324,Abbot,Piscataquis,ME,4406,Northeast,725297
1325,Salida,Chaffee,CO,81201,West,689215
1326,Silver Star,Madison,MT,59751,West,952572
1327,Luning,Mineral,NV,89420,West,308279
1328,Menlo,Chattooga,GA,30731,South,859376
1329,Bragg City,Pemiscot,MO,63827,Midwest,851431
1330,Towanda,Bradford,PA,18848,Northeast,772566
1331,Woodward,Centre,PA,16882,Northeast,150598
1332,Magnolia,Columbia,AR,71753,South,981076
1333,Kansas City,Wyandotte,KS,66110,Midwest,873703
1334,Cincinnati,Hamilton,OH,45254,Midwest,654752
1335,East Troy,Walworth,WI,53120,Midwest,879259
1336,Ballouville,Windham,CT,6233,Northeast,558331
1337,Grand Haven,Ottawa,MI,49417,Midwest,630001
1338,Neilton,Grays Harbor,WA,98566,West,810554
1339,Grandview,Rhea,TN,37337,South,582207
1340,Brookline,Norfolk,MA,2446,Northeast,271753
1341,Mc Cordsville,Hancock,IN,46055,Midwest,800717
1342,Belleville,St. Clair,IL,62222,Midwest,809907
1343,Warners,Onondaga,NY,13164,Northeast,160755
1344,Springfield,Sangamon,IL,62764,Midwest,361846
1345,Lucinda,Clarion,PA,16235,Northeast,719891
1346,Brewster,Nobles,MN,56119,Midwest,706249
1347,Union Furnace,Hocking,OH,43158,Midwest,843473
1348,Amonate,Tazewell,VA,24601,South,976234
1349,Perote,Bullock,AL,36061,South,889095
1350,Washington,District of Columbia,DC,20210,South,605972
1351,Tallahassee,Leon,FL,32312,South,144522
1352,Shannon,Robeson,NC,28386,South,961327
1353,Atlantic,Accomack,VA,23303,South,380215
1354,Auburn,Cayuga,NY,13022,Northeast,460085
1355,Redmond,Deschutes,OR,97756,West,488651
1356,Lake Geneva,Walworth,WI,53147,Midwest,431761
1357,Waldoboro,Lincoln,ME,4572,Northeast,682672
1358,Cyclone,Wyoming,WV,24827,South,966992
1359,Milmay,Atlantic,NJ,8340,Northeast,895403
1360,Lula,Coahoma,MS,38644,South,883978
1361,Minatare,Scotts Bluff,NE,69356,Midwest,253050
1362,Dix,Jefferson,IL,62830,Midwest,308104
1363,La Fargeville,Jefferson,NY,13656,Northeast,267237
1364,Pittsburgh,Allegheny,PA,15274,Northeast,183621
1365,Newman,Stanislaus,CA,95360,West,553123
1366,Clearwater,Pinellas,FL,33757,South,588658
1367,Belcamp,Harford,MD,21017,South,549924
1368,Pensacola,Escambia,FL,32526,South,629182
1369,Duluth,St. Louis,MN,55806,Midwest,891136
1370,Brackenridge,Allegheny,PA,15014,Northeast,994976
1371,Freeport,Nassau,NY,11520,Northeast,625460
1372,Atlanta,Fulton,GA,31196,South,296887
1373,Merom,Sullivan,IN,47861,Midwest,649522
1374,New Paris,Preble,OH,45347,Midwest,324202
1375,Wellborn,Brazos,TX,77881,South,824630
1376,Kansas City,Clay,MO,64166,Midwest,916609
1377,Littleton,Jefferson,CO,80162,West,694220
1378,Mayersville,Issaquena,MS,39113,South,922963
1379,Montgomery,Montgomery,AL,36131,South,607557
1380,Orlando,Brevard,FL,32815,South,607975
1381,Center Cross,Essex,VA,22437,South,277455
1382,Gladstone,Stark,ND,58630,Midwest,201252
1383,Summer Lake,Lake,OR,97640,West,910927
1384,Saint Onge,Lawrence,SD,57779,Midwest,172039
1385,Flourtown,Montgomery,PA,19031,Northeast,384959
1386,Shreveport,Caddo,LA,71108,South,146320
1387,Wittmann,Maricopa,AZ,85361,West,495212
1388,Alexandria,Alexandria (city),VA,22336,South,716277
1389,Hanover,New London,CT,6350,Northeast,194302
1390,Mosheim,Greene,TN,37818,South,169896
1391,Callands,Pittsylvania,VA,24530,South,514111
1392,Harleigh,Luzerne,PA,18225,Northeast,612922
1393,Long Beach,Los Angeles,CA,90842,West,866564
1394,Cool Ridge,Raleigh,WV,25825,South,844300
1395,Canal Winchester,Fairfield,OH,43110,Midwest,417331
1396,Austin,Travis,TX,78763,South,679519
1397,Anacoco,Vernon,LA,71403,South,671330
1398,Wilsonville,Macoupin,IL,62093,Midwest,749664
1399,Iowa City,Johnson,IA,52246,Midwest,297809
1400,Hertel,Burnett,WI,54845,Midwest,692816
1401,Laurier,Ferry,WA,99146,West,654489
1402,Tulsa,Tulsa,OK,74110,South,794488
1403,Rockfield,Warren,KY,42274,South,569316
1404,Atlanta,Fulton,GA,30327,South,160361
1405,Vallecito,Calaveras,CA,95251,West,807311
1406,Wood Lake,Yellow Medicine,MN,56297,Midwest,550651
1407,Bellevue,Sarpy,NE,68005,Midwest,879169
1408,Montesano,Grays Harbor,WA,98563,West,717998
1409,Hyden,Leslie,KY,41749,South,228364
1410,Westwego,Jefferson,LA,70094,South,116700
1411,Temecula,Riverside,CA,92589,West,915614
1412,Columbus,Muscogee,GA,31901,South,182663
1413,Jasper,Pipestone,MN,56144,Midwest,667922
1414,Cresson,Cambria,PA,16630,Northeast,741821
1415,Central,Washington,UT,84722,West,542206
1416,Las Vegas,Clark,NV,89147,West,574807
1417,Loop,Gaines,TX,79342,South,120178
1418,Flushing,Queens,NY,11388,Northeast,721206
1419,Pickett,Winnebago,WI,54964,Midwest,440058
1420,El Indio,Maverick,TX,78860,South,781585
1421,Newburyport,Essex,MA,1950,Northeast,854390
1422,Homestead,Miami-Dade,FL,33092,South,177153
1423,Chavies,Perry,KY,41727,South,418662
1424,Butler,DeKalb,IN,46721,Midwest,342518
1425,Indianola,Vermilion,IL,61850,Midwest,348024
1426,Fortuna,Moniteau,MO,65034,Midwest,278066
1427,Groom,Carson,TX,79039,South,148260
1428,Planada,Merced,CA,95365,West,390053
1429,Clarksburg,Yolo,CA,95612,West,940878
1430,Somerville,Fayette,TN,38068,South,959792
1431,Brookside,Jefferson,AL,35036,South,722221
1432,Cave In Rock,Hardin,IL,62919,Midwest,810748
1433,Plumsteadville,Bucks,PA,18949,Northeast,584393
1434,Frankenmuth,Saginaw,MI,48787,Midwest,423559
1435,Gilbert,Maricopa,AZ,85233,West,259090
1436,Auburn,Ritchie,WV,26325,South,637858
1437,Goodwell,Texas,OK,73939,South,678800
1438,Bishop,Oconee,GA,30621,South,746459
1439,Thorntown,Boone,IN,46071,Midwest,360917
1440,Tennessee,McDonough,IL,62374,Midwest,898566
1441,Warren,Trumbull,OH,44486,Midwest,198109
1442,Miami,Miami-Dade,FL,33128,South,617568
1443,Wyandotte,Wayne,MI,48192,Midwest,349372
1444,Hubbardston,Worcester,MA,1452,Northeast,572309
1445,Mc Gaheysville,Rockingham,VA,22840,South,704008
1446,Prairie,Prairie,AL,36771,South,740714
1447,Lyons,Walworth,WI,53148,Midwest,612962
1448,Lecompte,Rapides,LA,71346,South,771337
1449,Gatesville,Gates,NC,27938,South,915300
1450,Harveysburg,Warren,OH,45032,Midwest,570597
1451,Hobart,Lake,IN,46342,Midwest,843150
1452,Smiths Creek,St. Clair,MI,48074,Midwest,254602
1453,Blue Point,Suffolk,NY,11715,Northeast,388463
1454,Phoenix,Maricopa,AZ,85025,West,604448
1455,Samson,Geneva,AL,36477,South,270457
1456,Tracys Landing,Anne Arundel,MD,20779,South,941647
1457,Camden,Madison,MS,39045,South,753760
1458,Newry,Blair,PA,16665,Northeast,451482
1459,Whipholt,Whipholt,MN,56485,Midwest,789470
1460,Bryn Athyn,Montgomery,PA,19009,Northeast,951350
1461,New York City,New York,NY,10046,Northeast,680110
1462,Marrero,Jefferson,LA,70072,South,528280
1463,Eton,Murray,GA,30724,South,935973
1464,Somonauk,DeKalb,IL,60552,Midwest,689620
1465,Frankfort,Marshall,KS,66427,Midwest,442949
1466,Harrison,Madison,MT,59735,West,973488
1467,Morgan,Bosque,TX,76671,South,621401
1468,New Haven,Mason,WV,25265,South,570186
1469,Fayetteville,Cumberland,NC,28306,South,657370
1470,New Johnsonville,Humphreys,TN,37134,South,984088
1471,Buhl,Tuscaloosa,AL,35446,South,628012
1472,Waterproof,Tensas,LA,71375,South,657339
1473,Bridgeport,Jackson,AL,35740,South,297169
1474,North Fort Myers,Lee,FL,33918,South,805360
1475,Dobbs Ferry,Westchester,NY,10522,Northeast,158599
1476,Mc Crory,Woodruff,AR,72189,South,906453
1477,Cherry Creek,Chautauqua,NY,14723,Northeast,971647
1478,Chicago,Cook,IL,60670,Midwest,683129
1479,Saginaw,Saginaw,MI,48606,Midwest,883048
1480,Valley City,Medina,OH,44280,Midwest,669089
1481,Maribel,Manitowoc,WI,54227,Midwest,542465
1482,Rose Hill,Jasper,MS,39356,South,283392
1483,Anderson,Madison,IN,46014,Midwest,255218
1484,Bromide,Johnston,OK,74530,South,255919
1485,Hickory Plains,Prairie,AR,72066,South,894170
1486,Sidon,Carroll,MS,38954,South,336133
1487,Benedict,York,NE,68316,Midwest,551207
1488,Middlebrook,Augusta,VA,24459,South,894212
1489,Barrington,Strafford,NH,3825,Northeast,844959
1490,Dallas,Dallas,TX,75371,South,442316
1491,Washington,District of Columbia,DC,20501,South,579227
1492,Summit Argo,Cook,IL,60501,Midwest,881549
1493,Amesbury,Essex,MA,1913,Northeast,890980
1494,San Jose,Santa Clara,CA,95192,West,502388
1495,Schellsburg,Bedford,PA,15559,Northeast,915723
1496,Toutle,Cowlitz,WA,98649,West,321932
1497,Hartwick,Poweshiek,IA,52232,Midwest,553554
1498,Minneapolis,Hennepin,MN,55479,Midwest,674605
1499,Providence,Providence,RI,2918,Northeast,474810
1500,Fargo,Cass,ND,58126,Midwest,750790
1501,Stromsburg,Polk,NE,68666,Midwest,393066
1502,Montreal,Iron,WI,54550,Midwest,666704
1503,Taylors Falls,Chisago,MN,55084,Midwest,411057
1504,Wilbraham,Hampden,MA,1095,Northeast,537751
1505,Sun City West,Maricopa,AZ,85375,West,689517
1506,Newtonville,Atlantic,NJ,8346,Northeast,138678
1507,Charlotte,Independence,AR,72522,South,244484
1508,Frenchglen,Harney,OR,97736,West,289424
1509,Downers Grove,DuPage,IL,60515,Midwest,345306
1510,Merritt,Missaukee,MI,49667,Midwest,216666
1511,Bronson,Sabine,TX,75930,South,430006
1512,Cato,Cato,WI,54206,Midwest,474395
1513,Brownsville,Cameron,TX,78523,South,454671
1514,Madison,Dane,WI,53709,Midwest,784622
1515,State College,Centre,PA,16801,Northeast,704656
1516,Center Lovell,Oxford,ME,4016,Northeast,159343
1517,Protivin,Howard,IA,52163,Midwest,984246
1518,Cohoes,Albany,NY,12047,Northeast,664863
1519,Rosendale,Fond du Lac,WI,54974,Midwest,434808
1520,Lebec,Kern,CA,93243,West,411812
1521,Duluth,Gwinnett,GA,30098,South,687524
1522,Leicester,Worcester,MA,1524,Northeast,963398
1523,Wells River,Orange,VT,5081,Northeast,814106
1524,Roanoke,Roanoke (city),VA,24005,South,504765
1525,Canton,Fillmore,MN,55922,Midwest,759992
1526,Washington,Washington,KS,66968,Midwest,179369
1527,Jackson,Hinds,MS,39202,South,643840
1528,Peru,La Salle,IL,61354,Midwest,804844
1529,Greenbush,Roseau,MN,56726,Midwest,714137
1530,South Fallsburg,Sullivan,NY,12779,Northeast,642672
1531,Hilton Head Island,Beaufort,SC,29926,South,276718
1532,Whiteland,Johnson,IN,46184,Midwest,837851
1533,Mabscott,Raleigh,WV,25871,South,486862
1534,Turlock,Stanislaus,CA,95381,West,153708
1535,Bloomery,Hampshire,WV,26817,South,144869
1536,New York City,New York,NY,10281,Northeast,918509
1537,Lincoln,Lancaster,NE,68505,Midwest,522882
1538,Jetersville,Amelia,VA,23083,South,322774
1539,Trenton,Burlington,NJ,8641,Northeast,806291
1540,Sherman,Fairfield,CT,6784,Northeast,983939
1541,Knoxville,Knox,TN,37990,South,621948
1542,Marilla,Erie,NY,14102,Northeast,250618
1543,Dallas,Dallas,TX,75231,South,569849
1544,Sherman,Jackson,WV,26173,South,607546
1545,San Francisco,San Francisco,CA,94138,West,786068
1546,Sewickley,Allegheny,PA,15143,Northeast,208998
1547,Standard City,Macoupin,IL,62686,Midwest,453609
1548,Bottineau,Bottineau,ND,58318,Midwest,511172
1549,Albany,Albany,NY,12232,Northeast,210119
1550,Kernersville,Forsyth,NC,27285,South,476505
1551,Rio Creek,Rio Creek,WI,54231,Midwest,198777
1552,Green Bay,Brown,WI,54313,Midwest,967670
1553,Wellston,Lincoln,OK,74881,South,576084
1554,Abbeville,Vermilion,LA,70511,South,616673
1555,Charleston,Charleston,SC,29424,South,730746
1556,Keyser,Mineral,WV,26726,South,292118
1557,Philadelphia,Philadelphia,PA,19115,Northeast,952781
1558,Sherwood,Branch,MI,49089,Midwest,866248
1559,New Orleans,Orleans,LA,70186,South,656664
1560,Taos,Taos,NM,87571,West,434883
1561,Boone Grove,Porter,IN,46302,Midwest,262932
1562,San Jacinto,Riverside,CA,92583,West,123999
1563,Portsmouth,Portsmouth (city),VA,23703,South,449598
1564,Houston,Perry,AR,72070,South,579735
1565,Covington,Newton,GA,30015,South,590746
1566,Evansville,Vanderburgh,IN,47725,Midwest,631225
1567,Patterson,Caldwell,NC,28661,South,900359
1568,Uvalde,Uvalde,TX,78802,South,643468
1569,Renwick,Humboldt,IA,50577,Midwest,818168
1570,Mount Vernon,Rockcastle,KY,40456,South,693102
1571,Saint Louis,St. Louis (city),MO,63163,Midwest,482308
1572,Plymouth,Richland,OH,44865,Midwest,150441
1573,Avon By The Sea,Monmouth,NJ,7717,Northeast,649895
1574,Newburg,Cumberland,PA,17240,Northeast,139977
1575,Knoxville,Knox,TN,37924,South,204398
1576,Saint Paul,Wise,VA,24283,South,796022
1577,Hardwick,Caledonia,VT,5843,Northeast,388716
1578,Muses Mills,Fleming,KY,41065,South,563487
1579,Lake Charles,Calcasieu,LA,70607,South,236169
1580,Monroe,Benton,OR,97456,West,571584
1581,Mesa,Maricopa,AZ,85213,West,782733
1582,Fogelsville,Lehigh,PA,18051,Northeast,441549
1583,Baltimore,Baltimore (city),MD,21231,South,310533
1584,Boley,Okfuskee,OK,74829,South,556175
1585,Chantilly,Fairfax,VA,20151,South,428137
1586,Milbank,Grant,SD,57252,Midwest,263367
1587,Silver Bay,Lake,MN,55614,Midwest,348768
1588,Le Grand,Merced,CA,95333,West,374848
1589,Rome,Bradford,PA,18837,Northeast,765541
1590,Chandler,Maricopa,AZ,85225,West,418852
1591,East Durham,Greene,NY,12423,Northeast,990332
1592,Kerhonkson,Ulster,NY,12446,Northeast,848322
1593,Wolsey,Beadle,SD,57384,Midwest,501510
1594,Falkville,Morgan,AL,35622,South,916024
1595,Alburg,Grand Isle,VT,5440,Northeast,605805
1596,Burnwell,Burnwell,WV,25034,South,680938
1597,San Elizario,El Paso,TX,79849,South,744332
1598,Luck,Polk,WI,54853,Midwest,298886
1599,Modena,Iron,UT,84753,West,567677
1600,Oakland,Alameda,CA,94605,West,463942
1601,Peekskill,Westchester,NY,10566,Northeast,833905
1602,Huntington,Cabell,WV,25720,South,158858
1603,Pasadena,Los Angeles,CA,91114,West,823918
1604,South Otselic,Chenango,NY,13155,Northeast,408977
1605,El Campo,Wharton,TX,77437,South,857522
1606,Crofton,Christian,KY,42217,South,734056
1607,Willcox,Cochise,AZ,85644,West,992444
1608,Wright,Ford,KS,67882,Midwest,997096
1609,Bristol,Sullivan,TN,37620,South,200967
1610,Baltimore,Baltimore (city),MD,21263,South,435871
1611,Edwardsville,Madison,IL,62025,Midwest,136054
1612,Lonsdale,Garland,AR,72087,South,209712
1613,Dwight,Livingston,IL,60420,Midwest,410558
1614,Verbena,Chilton,AL,36091,South,264781
1615,Stratford,Fairfield,CT,6614,Northeast,387387
1616,Rochester,Monroe,NY,14602,Northeast,463741
1617,Simi Valley,Ventura,CA,93099,West,402162
1618,Southampton,Hampshire,MA,1073,Northeast,322671
1619,Bartow,Jefferson,GA,30413,South,530503
1620,Rayle,Wilkes,GA,30660,South,806258
1621,Columbus,Lowndes,MS,39701,South,781240
1622,Rock Falls,Whiteside,IL,61071,Midwest,393998
1623,Lamona,Lincoln,WA,99144,West,664828
1624,Southwest Harbor,Hancock,ME,4679,Northeast,469472
1625,Buffalo,Wilson,KS,66717,Midwest,926364
1626,Jupiter,Palm Beach,FL,33468,South,998777
1627,Erie,Erie,PA,16504,Northeast,396718
1628,Oregon,Ogle,IL,61061,Midwest,412909
1629,Mesick,Wexford,MI,49668,Midwest,345402
1630,Nardin,Kay,OK,74646,South,771391
1631,Portland,Washington,OR,97291,West,989682
1632,Broad Run,Broad Run,VA,22014,South,298828
1633,San Antonio,Bexar,TX,78265,South,430429
1634,San Clemente,Orange,CA,92673,West,121290
1635,Burneyville,Love,OK,73430,South,513931
1636,Fort Myers,Lee,FL,33912,South,884784
1637,Butte,Silver Bow,MT,59703,West,625902
1638,Inman,Holt,NE,68742,Midwest,119290
1639,Barnum,Carlton,MN,55707,Midwest,766677
1640,Carrollton,Denton,TX,75008,South,497423
1641,Duluth,St. Louis,MN,55815,Midwest,897578
1642,Mount Croghan,Chesterfield,SC,29727,South,419933
1643,Coalmont,Jackson,CO,80430,West,295522
1644,Oakdale,Monroe,WI,54649,Midwest,840792
1645,Pompano Beach,Broward,FL,33076,South,633313
1646,Gadsden,Yuma,AZ,85336,West,915199
1647,Burlington,Hartford,CT,6013,Northeast,609389
1648,Denton,Denton,TX,76201,South,249614
1649,Rancho Cucamonga,San Bernardino,CA,91739,West,188911
1650,Brunswick,Cumberland,ME,4011,Northeast,846658
1651,San Antonio,Bexar,TX,78250,South,946498
1652,Staten Island,Richmond,NY,10311,Northeast,816628
1653,Cape Vincent,Jefferson,NY,13618,Northeast,197287
1654,Huntington,Cabell,WV,25707,South,359943
1655,Shawnee Mission,Johnson,KS,66226,Midwest,458076
1656,Grand Forks,Grand Forks,ND,58207,Midwest,349818
1657,Marrowbone,Cumberland,KY,42759,South,505050
1658,Oakland City,Gibson,IN,47660,Midwest,270203
1659,Housatonic,Berkshire,MA,1236,Northeast,990516
1660,West Nyack,Rockland,NY,10995,Northeast,743766
1661,Norwalk,Warren,IA,50211,Midwest,404968
1662,Chalk,Cottle,TX,79224,South,158503
1663,Aurora,Cloud,KS,67417,Midwest,408696
1664,Glendon,Glendon,WV,26626,South,625727
1665,Cornelia,Habersham,GA,30531,South,349578
1666,Boutte,St. Charles,LA,70039,South,886522
1667,Helen,St. Mary's,MD,20635,South,316869
1668,Lahmansville,Grant,WV,26731,South,180069
1669,Elderon,Marathon,WI,54429,Midwest,516631
1670,Lena,Stephenson,IL,61048,Midwest,983971
1671,Arco,Lincoln,MN,56113,Midwest,211099
1672,Bunola,Allegheny,PA,15020,Northeast,770981
1673,Utica,Oneida,NY,13505,Northeast,756429
1674,Trenary,Alger,MI,49891,Midwest,415915
1675,Neafus,Neafus,KY,42766,South,312187
1676,Dellslow,Monongalia,WV,26531,South,165850
1677,Pittsburgh,Allegheny,PA,15253,Northeast,144086
1678,Pilot Grove,Cooper,MO,65276,Midwest,869482
1679,Lemoore,Kings,CA,93245,West,657433
1680,Rake,Winnebago,IA,50465,Midwest,456720
1681,Flemingsburg,Fleming,KY,41041,South,477322
1682,Migrate,Migrate,KY,41906,South,459998
1683,Evergreen,Conecuh,AL,36401,South,948547
1684,Minden,Rusk,TX,75680,South,784277
1685,Sardinia,Clarendon,SC,29143,South,206286
1686,Fort Madison,Lee,IA,52627,Midwest,208218
1687,Cincinnati,Hamilton,OH,45246,Midwest,676326
1688,Lacon,Marshall,IL,61540,Midwest,461400
1689,Mount Vernon,Westchester,NY,10551,Northeast,371316
1690,Mentcle,Indiana,PA,15761,Northeast,568380
1691,Folsom,St. Tammany,LA,70437,South,807863
1692,Pottsville,Pope,AR,72858,South,208499
1693,Wendell,Gooding,ID,83355,West,927110
1694,Hawthorne,Alachua,FL,32640,South,620833
1695,Birmingham,Jefferson,AL,35289,South,304275
1696,Baldwin Park,Los Angeles,CA,91706,West,204234
1697,Andrews,Huntington,IN,46702,Midwest,762767
1698,New Orleans,Orleans,LA,70178,South,700830
1699,Valley Springs,Calaveras,CA,95252,West,434547
1700,Houston,Harris,TX,77060,South,978568
1701,Highland,Howard,MD,20777,South,499878
1702,Pickerel,Langlade,WI,54465,Midwest,864712
1703,Pelham,Caswell,NC,27311,South,261693
1704,Saint Petersburg,Pinellas,FL,33743,South,904705
1705,Marble City,Sequoyah,OK,74945,South,598368
1706,Thurmond,Wilkes,NC,28683,South,216326
1707,Felch,Dickinson,MI,49831,Midwest,987830
1708,West Townshend,Windham,VT,5359,Northeast,186067
1709,Woodbine,Harrison,IA,51579,Midwest,441998
1710,Edmond,Fayette,WV,25837,South,733394
1711,Bunker Hill,Russell,KS,67626,Midwest,403857
1712,Findlay,Shelby,IL,62534,Midwest,147404
1713,Seven Springs,Wayne,NC,28578,South,818618
1714,Toledo,Cumberland,IL,62468,Midwest,821632
1715,Fuget,Fuget,KY,41220,South,262623
1716,New Summerfield,Cherokee,TX,75780,South,422887
1717,Brookfield,Linn,MO,64628,Midwest,659055
1718,Roanoke,Roanoke (city),VA,24048,South,410783
1719,Gary,Lake,IN,46408,Midwest,830458
